"BALANCE","BALANCE_FREQUENCY","PURCHASES","ONEOFF_PURCHASES","INSTALLMENTS_PURCHASES","CASH_ADVANCE","PURCHASES_FREQUENCY","ONEOFF_PURCHASES_FREQUENCY","PURCHASES_INSTALLMENTS_FREQUENCY","CASH_ADVANCE_FREQUENCY","CASH_ADVANCE_TRX","PURCHASES_TRX","CREDIT_LIMIT","PAYMENTS","MINIMUM_PAYMENTS","PRC_FULL_PAYMENT","Cluster"
35.942931,0.818182,425.67,257.72,167.95,0,0.333333,0.083333,0.166667,0,0,4,6500,439.687694,126.895337,0,1
210.618047,1,290,0,290,0,0.833333,0,0.833333,0,0,10,2700,239.005926,171.362848,0,2
1465.716156,1,555.71,113.45,442.26,1304.049707,1,0.166667,0.916667,0.25,4,16,1800,566.364739,585.808957,0,2
1168.692032,1,0,0,0,1027.967584,0,0,0,0.333333,4,0,5000,588.925093,287.740551,0,3
49.901311,0.727273,790.65,538.01,252.64,0,0.75,0.333333,0.583333,0,0,17,4000,680.166806,145.25185,0.181818,2
2632.469367,1,0,0,0,535.955512,0,0,0,0.25,4,0,3000,737.932369,736.750992,0,3
24.479088,1,90,0,90,0,0.5,0,0.5,0,0,6,2500,128.865057,124.844559,0,1
1391.33075,1,530.5,530.5,0,0,0.25,0.25,0,0,0,3,1600,573.866182,482.499021,0,1
1525.273429,1,133.4,0,133.4,0,0.333333,0,0.333333,0,0,4,1500,568.44997,758.082192,0,1
1364.390161,1,786,646,140,0,0.5,0.166667,0.416667,0,0,10,5000,599.435586,323.619258,0,2
1693.287862,1,90,90,0,432.820851,0.083333,0.083333,0,0.25,3,1,1800,350.714526,666.121142,0,3
2124.720599,1,1006.01,686.01,320,0,0.25,0.166667,0.166667,0,0,10,5000,583.205075,579.876616,0,2
1452.868602,1,93.34,0,93.34,0,0.333333,0,0.333333,0,0,4,1500,361.630594,995.233726,0,1
1738.454303,1,0,0,0,187.666429,0,0,0,0.25,3,0,7000,500.128525,407.848117,0,3
1016.583226,1,120,0,120,0,0.5,0,0.5,0,0,9,1000,358.031022,853.500194,0,1
2728.076143,1,155.32,0,155.32,713.751955,0.333333,0,0.25,0.166667,2,4,4500,630.56085,945.633907,0,3
165.192464,1,206.32,0,206.32,0,0.833333,0,0.833333,0,0,10,3000,271.234786,162.988745,0,2
1485.081634,1,48.22,48.22,0,106.224702,0.083333,0.083333,0,0.083333,1,1,1700,338.531014,542.822761,0,1
1723.637852,1,660.61,437.08,223.53,144.154129,0.75,0.416667,0.583333,0.083333,1,16,2000,396.20761,476.229722,0,2
1738.802811,1,395,395,0,0,0.166667,0.166667,0,0,0,2,6000,566.494736,457.010558,0,1
185.725079,0.818182,456.05,0,456.05,0,0.416667,0,0.333333,0,0,8,3000,446.660021,160.229568,0,2
750.070967,1,311.2,311.2,0,0,0.166667,0.166667,0,0,0,4,1000,544.179931,181.243059,0,1
2893.135916,1,0,0,0,1188.127404,0,0,0,0.166667,4,0,4000,877.652143,928.776392,0,3
1659.414215,1,324,324,0,2039.735576,0.166667,0.166667,0,0.25,7,3,4000,510.211233,542.325234,0,3
646.745968,0.818182,0,0,0,889.412824,0,0,0,0.333333,6,0,1350,789.132988,184.544674,0,3
1647.990537,1,127.46,127.46,0,0,0.083333,0.083333,0,0,0,2,3500,414.257207,486.378735,0,1
9.730297,0.636364,99.24,0,99.24,0,0.583333,0,0.583333,0,0,8,1000,195.347822,104.212617,0.142857,1
1378.911019,1,0,0,0,454.311051,0,0,0,0.416667,5,0,1500,782.706659,424.424148,0,3
3130.53708,1,428.16,428.16,0,688.362421,0.333333,0.333333,0,0.25,3,7,4300,734.931543,688.847827,0,3
1143.409012,1,0,0,0,47.241537,0,0,0,0.083333,1,0,1200,283.066151,353.608086,0,1
1539.46423,1,629.78,423.89,205.89,0,0.333333,0.083333,0.166667,0,0,6,2000,559.336578,467.519551,0,2
2589.500085,1,0,0,0,2529.709392,0,0,0,0.166667,4,0,5000,1647.938923,687.719999,0,3
798.070226,1,660.02,530.19,129.83,189.780271,0.333333,0.333333,0.25,0.083333,2,16,2050,1238.467693,328.249203,0,2
1022.687467,1,409.92,0,409.92,177.186666,1,0,1,0.25,6,12,1000,774.611541,940.657454,0,2
115.340163,1,54.67,0,54.67,727.568806,0.166667,0,0.166667,0.166667,2,2,1200,410.867044,115.03558,0,1
967.177679,1,208.4,0,208.4,0,0.333333,0,0.333333,0,0,4,1000,431.402414,846.724721,0,1
97.453056,0.818182,334.73,334.73,0,19.551802,0.083333,0.083333,0,0.083333,1,1,2500,234.271939,117.297542,0.25,1
346.782576,1,961.12,961.12,0,0,0.333333,0.333333,0,0,0,4,7000,409.11342,373.884808,0,2
32.228288,0.636364,73.45,73.45,0,0,0.166667,0.166667,0,0,0,2,4000,25.162565,163.322311,0,1
258.148852,1,433.2,0,433.2,0,1,0,1,0,0,24,6000,229.824503,162.312596,0,2
162.722336,1,222.7,94.7,128,0,0.5,0.166667,0.333333,0,0,8,4250,367.719858,166.661302,0,1
1307.937701,1,1280.58,237.4,1043.18,0,0.833333,0.083333,0.833333,0,0,28,1800,544.411381,337.179545,0,2
27.93791,0.727273,205.92,0,205.92,0,0.666667,0,0.666667,0,0,24,1200,327.268542,110.286711,0.181818,2
77.305919,0.727273,171.06,0,171.06,0,0.5,0,0.5,0,0,6,1500,329.587528,148.763367,0,1
1290.524209,1,1518.26,1024.83,493.43,39.054692,1,0.333333,0.916667,0.083333,1,22,1700,294.227995,383.572166,0,2
969.034643,1,50.85,50.85,0,0,0.166667,0.166667,0,0,0,2,1200,256.061264,309.02637,0,1
607.912561,1,205.84,205.84,0,1076.492197,0.25,0.25,0,0.25,3,3,6000,258.631069,202.93187,0,3
1431.670328,1,1020.76,0,1020.76,0,1,0,1,0,0,27,5000,524.610416,409.222015,0,2
1687.570137,1,162.04,73.04,89,0,0.25,0.083333,0.166667,0,0,4,1800,331.015115,919.874346,0,1
1182.045732,1,130,70,60,0,0.416667,0.166667,0.166667,0,0,5,1200,279.439759,293.907914,0,1
2136.814161,1,0,0,0,2120.653422,0,0,0,0.333333,5,0,6000,1164.792197,527.241747,0,3
499.437461,1,0,0,0,496.939698,0,0,0,0.083333,1,0,1200,956.458532,216.205066,0,1
1294.324002,1,0,0,0,101.183886,0,0,0,0.083333,1,0,1500,495.527043,393.227405,0,1
2708.9687,1,0,0,0,1655.456304,0,0,0,0.166667,4,0,3000,647.36814,587.545978,0,3
1173.662921,0.818182,0,0,0,1422.490362,0,0,0,0.083333,1,0,1800,238.582391,258.649795,0,1
1061.439175,1,0,0,0,137.757459,0,0,0,0.083333,1,0,1200,446.265741,238.961902,0,1
1579.728772,1,0,0,0,124.941315,0,0,0,0.083333,1,0,1800,464.305701,482.666125,0,1
2848.735428,1,95.67,95.67,0,272.559361,0.083333,0.083333,0,0.083333,1,1,5500,679.138272,892.599825,0,3
32.215585,1,0,0,0,758.123122,0,0,0,0.083333,3,0,7500,838.652563,216.581883,0.083333,1
1794.484219,1,197.7,197.7,0,271.900257,0.25,0.25,0,0.083333,1,3,1950,587.264565,630.117605,0,3
1783.622522,1,0,0,0,99.516488,0,0,0,0.083333,1,0,2000,453.767518,509.410087,0,1
3560.734141,1,0,0,0,1466.123982,0,0,0,0.083333,3,0,4000,886.116717,1055.467811,0,3
1083.787792,1,110,110,0,342.027342,0.083333,0.083333,0,0.333333,7,1,1200,504.434613,438.752592,0,3
1436.783799,1,258.86,25.52,233.34,143.228646,0.666667,0.083333,0.666667,0.083333,1,13,1500,662.396392,404.768221,0,2
124.732546,0.818182,301.07,301.07,0,0,0.083333,0.083333,0,0,0,1,5000,732.951933,133.935004,0,1
212.080181,1,618,333,285,0,0.5,0.083333,0.333333,0,0,7,6000,378.383325,169.341588,0,2
2655.715643,1,0,0,0,2179.449214,0,0,0,0.416667,7,0,3000,893.586488,637.350978,0,3
17.415068,0.727273,147.7,0,147.7,0,0.666667,0,0.666667,0,0,14,4000,177.088102,127.799107,0.181818,2
1584.358415,1,0,0,0,440.692946,0,0,0,0.083333,1,0,4000,805.264643,452.084802,0,3
233.376877,1,1178.12,901.5,276.62,0,1,0.25,1,0,0,28,6000,1098.390459,177.323148,0,2
1201.149593,1,851.21,260.45,590.76,0,0.833333,0.25,0.75,0,0,21,3600,978.569968,362.83664,0,2
100.037595,1,414.48,0,414.48,0,1,0,1,0,0,12,1000,234.619774,144.362561,0,2
1358.798385,1,0,0,0,174.369769,0,0,0,0.166667,2,0,1500,337.074078,294.178618,0,1
1289.327381,1,892,563,329,0,0.583333,0.25,0.25,0,0,14,3500,655.143647,360.636863,0,2
580.649334,0.636364,0,0,0,1133.582799,0,0,0,0.25,4,0,1200,215.025138,291.847732,0,1
1224.95436,1,0,0,0,292.385578,0,0,0,0.083333,1,0,1400,350.078829,566.002062,0,1
1394.445085,1,0,0,0,279.693602,0,0,0,0.333333,4,0,1600,389.817084,510.935129,0,3
117.205812,0.818182,215,215,0,0,0.083333,0.083333,0,0,0,1,1750,86.403222,182.994424,0,1
1484.996584,1,170,170,0,0,0.416667,0.416667,0,0,0,5,1500,406.189673,479.239093,0,1
74.653975,0.818182,603.6,253.6,350,0,0.666667,0.25,0.416667,0,0,11,2500,431.710102,134.295856,0.090909,2
84.783684,1,203.6,0,203.6,0,0.666667,0,0.666667,0,0,8,1500,206.472169,166.325041,0,1
668.742738,1,951.97,664.83,287.14,0,0.666667,0.083333,0.583333,0,0,12,1000,1362.945215,310.674253,0.083333,2
1131.445959,1,0,0,0,1498.390707,0,0,0,0.333333,5,0,1950,662.653149,213.351598,0,3
281.349361,1,473.34,0,473.34,0,0.833333,0,0.833333,0,0,10,1500,153.209881,182.388625,0.083333,2
1207.886609,1,143,0,143,1358.395174,0.166667,0,0.083333,0.166667,2,2,3000,398.257086,235.957305,0,3
929.473356,1,0,0,0,1335.247069,0,0,0,0.166667,3,0,6000,430.236948,236.775013,0,3
1499.324936,1,0,0,0,18.123413,0,0,0,0.083333,1,0,1500,309.565852,526.749661,0,1
1293.044047,1,0,0,0,1425.748356,0,0,0,0.333333,5,0,1500,294.30747,286.673785,0,3
1487.517111,1,614.53,311.22,303.31,0,0.666667,0.333333,0.333333,0,0,15,1700,570.147403,429.203871,0,2
1956.708852,1,1351.68,903.4,448.28,94.976442,0.833333,0.416667,0.583333,0.083333,1,19,2500,1240.372707,443.579192,0,2
66.163293,0.909091,259.32,0,259.32,0,1,0,1,0,0,12,1500,384.275314,135.786608,0.090909,2
1941.315169,1,262.08,0,262.08,0,1,0,1,0,0,23,5000,557.258278,490.403966,0,2
2852.354665,1,424.84,424.84,0,0,0.416667,0.416667,0,0,0,6,3000,725.815797,833.636185,0,2
1454.188994,1,70,70,0,296.081137,0.083333,0.083333,0,0.416667,5,1,1500,688.566665,367.459274,0,3
870.774939,1,169.03,20,149.03,432.747965,0.666667,0.083333,0.5,0.083333,1,8,5000,444.462463,309.646636,0,1
867.244416,1,804.18,0,804.18,0,0.416667,0,0.416667,0,0,10,3700,1175.28625,343.753509,0,2
429.887213,1,898.34,295,603.34,0,0.416667,0.25,0.416667,0,0,11,6500,865.94452,178.267406,0,2
1876.290248,1,63.62,63.62,0,0,0.083333,0.083333,0,0,0,1,2000,383.273938,663.925938,0,1
1471.557317,1,577.58,0,577.58,529.067202,1,0,1,0.25,4,29,1500,1265.924345,1007.132278,0,2
2783.614341,1,1725.05,700.05,1025,1004.424902,0.916667,0.333333,0.75,0.416667,5,18,5000,812.534656,934.885255,0,2
148.7321,1,532.66,342.66,190,0,0.416667,0.166667,0.25,0,0,12,3000,476.194293,174.358116,0.083333,2
793.005227,1,4.99,4.99,0,0,0.083333,0.083333,0,0,0,1,2500,1127.028432,223.627537,0.083333,1
960.221148,0.727273,0,0,0,1357.652469,0,0,0,0.083333,3,0,1500,308.039409,373.610849,0,1
2011.929899,1,208.5,0,208.5,0,0.25,0,0.25,0,0,3,7000,517.558081,1109.232571,0,3
1033.41108,1,1020.3,1020.3,0,180.93905,0.25,0.25,0,0.166667,2,16,1200,809.176783,465.807758,0,2
1375.427868,1,0,0,0,1658.888269,0,0,0,0.166667,2,0,3000,474.560258,340.879992,0,3
1328.569532,1,140,140,0,0,0.083333,0.083333,0,0,0,1,1600,326.461136,540.345357,0,1
140.120632,1,644.16,0,644.16,0,0.916667,0,0.833333,0,0,11,1500,399.905138,163.128265,0,2
488.00991,1,102.98,0,102.98,0,0.166667,0,0.166667,0,0,2,7000,186.660086,191.949816,0,1
2453.444449,1,622.16,0,622.16,0,0.666667,0,0.583333,0,0,8,2500,1205.366513,1145.810573,0,2
1406.388339,1,542.7,542.7,0,305.496366,0.333333,0.333333,0,0.166667,2,8,1600,505.060863,451.453969,0,3
1839.93046,1,26.12,26.12,0,158.971239,0.083333,0.083333,0,0.083333,1,1,1950,525.947589,627.660656,0,3
1593.619532,1,0,0,0,209.211041,0,0,0,0.166667,2,0,1800,612.459086,524.499084,0,3
2267.245868,1,0,0,0,2577.952598,0,0,0,0.416667,5,0,3000,510.067074,468.709937,0,3
1461.259621,1,178.67,0,178.67,0,0.5,0,0.5,0,0,6,6500,666.357134,491.582146,0,1
1402.44598,1,0,0,0,109.398095,0,0,0,0.083333,1,0,1500,438.031669,432.195428,0,1
88.492683,0.727273,0,0,0,438.517219,0,0,0,0.083333,1,0,2500,481.996972,78.113848,0.083333,1
1845.113513,1,258.9,258.9,0,251.188184,0.166667,0.166667,0,0.166667,2,3,2000,486.093032,515.528152,0,3
1133.652007,1,34.83,34.83,0,0,0.166667,0.166667,0,0,0,2,1200,309.340005,279.044103,0,1
1054.466688,1,142.8,142.8,0,0,0.166667,0.166667,0,0,0,2,1200,515.767434,319.949186,0,1
2308.191918,1,47.8,0,47.8,0,0.083333,0,0.083333,0,0,1,3000,617.883193,590.47289,0,1
2007.080218,1,75,0,75,1270.19897,0.25,0,0.166667,0.166667,4,3,2500,453.694102,498.284122,0,3
4393.939007,1,417.08,417.08,0,2126.961648,0.25,0.25,0,0.416667,7,3,5300,1026.406336,1152.616381,0,3
784.897871,1,0,0,0,312.283682,0,0,0,0.166667,3,0,1600,287.326954,269.699364,0,1
1954.920348,1,1016.34,1016.34,0,0,0.333333,0.333333,0,0,0,9,7500,481.559934,595.650324,0,2
81.860834,0.909091,710.09,392,318.09,0,0.583333,0.166667,0.416667,0,0,8,7500,684.774819,97.399107,0.1,2
165.544411,0.818182,468.6,335.4,133.2,18.126683,1,0.25,1,0.083333,1,15,1700,1389.092134,198.260864,0,2
51.759686,0.818182,256.5,0,256.5,0,0.583333,0,0.416667,0,0,7,4000,282.494417,156.138846,0,1
1907.364819,1,192.88,138,54.88,0,0.583333,0.083333,0.5,0,0,9,7500,1484.679588,684.377166,0,2
2130.117689,1,63.38,0,63.38,1131.804112,0.166667,0,0.166667,0.25,5,3,2500,1125.751115,592.360464,0,3
129.314624,1,94.5,0,94.5,0,0.583333,0,0.583333,0,0,7,1500,132.94586,849.067783,0,1
1963.239125,1,67.55,0,67.55,1935.971876,0.25,0,0.166667,0.333333,6,3,2500,459.929854,543.168888,0,3
42.996921,1,230.04,230.04,0,0,0.25,0.25,0,0,0,4,200,187.489678,186.703736,0,1
73.189931,0.636364,199.96,199.96,0,0,0.083333,0.083333,0,0,0,1,2000,362.012001,167.584529,0,1
1179.878115,1,0,0,0,127.034,0,0,0,0.333333,4,0,1200,400.481025,355.300563,0,3
868.808006,1,39.83,33.5,6.33,0,0.166667,0.083333,0.083333,0,0,2,1950,264.721497,282.178494,0,1
2806.343181,1,0,0,0,274.463254,0,0,0,0.083333,3,0,3000,797.82877,937.454272,0,3
1455.180323,1,81.1,81.1,0,249.897384,0.083333,0.083333,0,0.25,5,1,1800,377.255832,587.838614,0,3
305.506746,1,0,0,0,381.399683,0,0,0,0.333333,4,0,6000,402.20014,180.815649,0,3
1132.615315,1,136.19,136.19,0,0,0.166667,0.166667,0,0,0,2,5100,346.986446,407.889131,0,1
3.93442,0.636364,29.99,29.99,0,0,0.083333,0.083333,0,0,0,1,1800,18.769077,42.100823,0,1
2854.716657,1,0,0,0,333.917678,0,0,0,0.166667,2,0,3000,712.005753,941.643087,0,3
545.767741,1,102.4,0.01,102.39,526.948456,0.75,0.083333,0.666667,0.083333,2,13,1500,812.543364,248.91561,0,2
1256.034535,1,545.74,110,435.74,381.203187,0.583333,0.166667,0.5,0.166667,2,9,7000,561.983691,294.602332,0,2
364.464393,0.818182,1050.76,1050.76,0,0,0.416667,0.416667,0,0,0,5,1200,1195.876023,173.488987,0,2
2806.264846,1,1021.66,25,996.66,0,0.166667,0.083333,0.083333,0,0,3,6500,728.025537,1026.321014,0,2
1525.063274,1,150,150,0,264.96017,0.083333,0.083333,0,0.083333,1,3,1800,733.240634,469.758727,0,1
1060.209389,1,43.2,0,43.2,176.22717,0.166667,0,0.083333,0.333333,4,2,1200,676.139575,314.901632,0,3
128.558239,1,720,0,720,0,1,0,0.916667,0,0,12,1000,598.322582,197.443037,0.090909,2
1502.292117,1,0,0,0,188.762242,0,0,0,0.083333,1,0,4600,544.978537,368.962968,0,1
3592.56906,1,0,0,0,1286.356207,0,0,0,0.333333,5,0,4500,820.438917,1048.73584,0,3
1176.753991,1,0,0,0,1817.167913,0,0,0,0.333333,6,0,2000,768.296414,318.681676,0,3
146.647091,1,866.57,684.87,181.7,0,0.5,0.333333,0.166667,0,0,12,2500,1085.866453,119.015325,0.090909,2
48.272361,0.727273,750,250,500,0,0.5,0.083333,0.333333,0,0,8,6500,912.949944,74.0589,0,2
1440.568286,1,0,0,0,56.461898,0,0,0,0.166667,2,0,1500,474.645124,548.86868,0,3
1355.179528,1,0,0,0,119.945758,0,0,0,0.083333,2,0,1500,338.541279,348.388563,0,1
126.32794,0.909091,718.01,718.01,0,0,0.25,0.25,0,0,0,5,7500,1067.973689,157.340797,0,2
2105.898309,1,0,0,0,217.314696,0,0,0,0.333333,5,0,2250,569.815997,1031.776402,0,3
1299.826045,1,599.74,524.5,75.24,160.70672,0.25,0.083333,0.166667,0.166667,2,5,1500,589.628198,489.936556,0,3
820.163313,1,680.14,0,680.14,0,0.75,0,0.666667,0,0,18,1200,1178.247173,219.875876,0,2
282.873015,1,484.49,305,179.49,0,0.666667,0.416667,0.416667,0,0,15,1000,341.883623,979.920602,0.083333,2
1872.458334,1,220,220,0,330.0146,0.083333,0.083333,0,0.166667,2,1,2000,716.568489,755.821363,0,3
1694.125362,1,437.52,172.6,264.92,0,0.916667,0.166667,0.916667,0,0,13,1800,797.134098,666.656548,0,2
1887.939311,1,0,0,0,1535.271649,0,0,0,0.166667,3,0,6700,567.78086,406.932424,0,3
1003.774921,1,161.27,161.27,0,0,0.333333,0.333333,0,0,0,8,1200,257.638043,368.466873,0,1
670.425221,1,349,0,349,0,0.166667,0,0.083333,0,0,2,1950,563.652253,218.138964,0,1
892.102792,1,0,0,0,276.598043,0,0,0,0.416667,7,0,900,511.767875,321.440682,0,3
1158.783497,1,183,183,0,0,0.166667,0.166667,0,0,0,3,1200,271.548882,355.227627,0,1
1518.339584,1,1435.79,762.12,673.67,0,0.916667,0.333333,0.75,0,0,27,1500,1075.686261,1136.154471,0,2
132.353911,1,358.34,0,358.34,0,0.916667,0,0.833333,0,0,16,1500,85.938437,149.203101,0,2
1089.475719,1,0,0,0,287.364895,0,0,0,0.083333,1,0,3000,373.306733,231.573591,0,1
246.688528,0.909091,297.96,0,297.96,0,0.916667,0,0.916667,0,0,11,1000,1333.301174,221.51113,0,2
35.276551,1,22.48,22.48,0,0,0.083333,0.083333,0,0,0,1,7500,68.205028,200.03439,0,1
215.993595,1,835.71,0,835.71,0,1,0,0.916667,0,0,28,5500,794.991453,178.248506,0,2
440.263759,1,891.66,891.66,0,0,0.25,0.25,0,0,0,3,7500,619.251006,188.075723,0,2
2651.966491,1,0,0,0,1680.241238,0,0,0,0.25,5,0,3000,771.905711,778.739379,0,3
1243.734425,1,0,0,0,306.3199,0,0,0,0.166667,3,0,1500,635.639502,342.273932,0,3
31.285608,0.636364,1013,0,1013,0,0.583333,0,0.416667,0,0,7,4500,1486.232552,43.611906,0,2
115.593266,0.818182,46.3,0,46.3,378.517888,0.083333,0,0.083333,0.083333,1,1,7500,450.775587,93.858687,0,1
1055.613983,1,0,0,0,378.769414,0,0,0,0.333333,4,0,1200,1328.486686,267.70904,0.083333,3
673.930629,1,689.93,0,689.93,916.447583,0.833333,0,0.75,0.083333,2,14,1800,1603.66063,204.556137,0,2
87.296391,0.636364,897.56,897.56,0,0,0.416667,0.416667,0,0,0,7,4000,880.271979,113.623443,0.2,2
1716.340133,1,184.23,0,184.23,0,1,0,1,0,0,13,1700,510.451516,833.346049,0,2
1700.502651,1,0,0,0,257.198087,0,0,0,0.083333,1,0,2500,819.6874,428.628715,0,3
1995.332004,1,0,0,0,209.970707,0,0,0,0.416667,5,0,2000,510.542442,923.312273,0,3
1034.253025,1,144,0,144,365.613498,1,0,1,0.083333,3,12,1000,373.833477,658.796594,0,2
84.537586,0.909091,547.54,157.54,390,0,0.583333,0.083333,0.416667,0,0,7,6000,657.978173,161.430668,0.111111,2
1943.038819,1,0,0,0,399.745986,0,0,0,0.166667,4,0,2000,748.233144,1155.324802,0,3
2546.677419,1,0,0,0,555.691078,0,0,0,0.333333,4,0,3000,629.301315,811.517014,0,3
3782.000774,1,60,60,0,104.521972,0.083333,0.083333,0,0.083333,1,1,5000,894.056461,876.236347,0,3
1204.873791,1,0,0,0,58.18308,0,0,0,0.166667,2,0,1500,1658.132051,390.628809,0.083333,3
592.919388,1,105,0,105,0,0.166667,0,0.083333,0,0,2,6600,419.484901,195.526613,0,1
1516.547224,1,565.61,0,565.61,0,1,0,1,0,0,17,1500,857.794499,1136.557523,0,2
3146.619037,1,161.44,161.44,0,1293.405174,0.166667,0.166667,0,0.333333,5,3,4000,888.223787,746.243829,0,3
1755.193192,1,0,0,0,1657.887522,0,0,0,0.166667,5,0,1800,310.988036,627.613135,0,3
3443.287685,1,500,500,0,0,0.083333,0.083333,0,0,0,1,7000,1073.265004,872.760983,0,3
758.188531,1,0,0,0,305.653048,0,0,0,0.166667,2,0,1950,388.247865,245.555646,0,1
2341.505917,1,1231.59,390.05,841.54,0,1,0.083333,1,0,0,26,7600,1218.749713,572.244747,0,2
1323.270862,1,0,0,0,681.498916,0,0,0,0.25,7,0,1500,848.816024,326.93747,0,3
1283.032349,1,0,0,0,75.783817,0,0,0,0.166667,2,0,1500,398.772365,749.765219,0,3
2077.343786,1,479.94,195,284.94,344.256221,0.75,0.25,0.666667,0.166667,4,13,2500,619.598735,576.194268,0,2
612.311544,1,1115,715,400,0,0.333333,0.166667,0.083333,0,0,4,1800,1407.537644,188.77787,0,2
2754.527855,1,0,0,0,145.998161,0,0,0,0.083333,1,0,3000,606.80074,1064.070359,0,3
2183.58965,1,381.1,381.1,0,0,0.333333,0.333333,0,0,0,7,2400,1052.994297,929.718593,0,3
896.619803,1,128.86,0,128.86,0,0.166667,0,0.166667,0,0,2,1200,1606.846759,927.291416,0,1
264.261791,1,175,0,175,0,0.416667,0,0.416667,0,0,5,1000,152.787605,213.203947,0,1
158.657744,0.909091,752,752,0,0,0.25,0.25,0,0,0,4,2500,865.171658,161.710712,0,2
803.033404,1,0,0,0,1785.847822,0,0,0,0.25,5,0,3400,483.890558,262.163584,0,3
149.540627,0.636364,656.16,186.9,469.26,901.458485,0.583333,0.166667,0.5,0.083333,1,19,3000,226.55628,167.090135,0,2
33.117601,0.909091,157.61,157.61,0,0,0.333333,0.333333,0,0,0,8,1800,173.321501,135.658586,0.142857,1
544.423104,1,710.19,381.03,329.16,0,0.75,0.333333,0.5,0,0,14,1800,1453.969557,242.240752,0,2
1678.85258,1,0,0,0,551.890714,0,0,0,0.083333,2,0,1800,360.416137,545.158224,0,3
93.672733,1,674.3,69.5,604.8,0,1,0.166667,1,0,0,26,5400,812.396962,194.901529,0.083333,2
2843.642245,1,116.75,116.75,0,229.950859,0.166667,0.166667,0,0.083333,2,5,3000,830.607554,707.607834,0,3
477.81804,1,515.6,515.6,0,0,0.333333,0.333333,0,0,0,5,7500,610.621157,277.826134,0,2
58.811557,0.636364,370,370,0,19.719684,0.083333,0.083333,0,0.083333,1,1,1200,1483.573731,144.531014,0.090909,1
17.125776,0.727273,95.76,0,95.76,0,0.583333,0,0.583333,0,0,7,4000,116.956664,135.178047,0.222222,1
1624.004773,1,0,0,0,223.285625,0,0,0,0.25,5,0,1800,781.308189,489.267058,0,3
288.525281,1,341.7,341.7,0,0,0.083333,0.083333,0,0,0,1,1000,246.925425,237.035886,0,1
854.739785,1,0,0,0,298.390512,0,0,0,0.083333,1,0,7000,1397.280901,249.103542,0,3
739.124439,0.727273,380.8,323,57.8,983.2321,0.416667,0.25,0.25,0.083333,2,7,4500,464.271303,211.836739,0,1
980.034696,1,275,0,275,0,0.916667,0,0.916667,0,0,11,1000,537.693669,649.808406,0,2
2374.665105,1,339.82,339.82,0,1434.174341,0.166667,0.166667,0,0.333333,4,3,6000,622.389567,604.704131,0,3
633.396401,1,0,0,0,1330.106689,0,0,0,0.166667,2,0,1500,116.50071,171.747655,0,1
1375.25356,1,0,0,0,142.304216,0,0,0,0.083333,1,0,1500,364.444624,404.839423,0,1
5.006737,1,100.3,100.3,0,0,0.083333,0.083333,0,0,0,1,5000,188.823702,16.853858,0,1
2803.663441,1,81.41,0,81.41,0,0.5,0,0.5,0,0,6,3000,839.354624,967.565584,0,3
78.402006,1,233.34,0,233.34,0,0.833333,0,0.833333,0,0,10,3100,278.825852,202.802547,0,2
916.961442,1,156.5,156.5,0,0,0.083333,0.083333,0,0,0,3,1200,238.956831,440.543925,0,1
35.460649,0.909091,378.58,378.58,0,0,0.083333,0.083333,0,0,0,2,2000,388.874728,47.739871,0,1
284.510677,0.818182,83.2,83.2,0,0,0.083333,0.083333,0,0,0,1,6500,1033.94329,146.825436,0.090909,1
1418.854925,1,0,0,0,121.072144,0,0,0,0.083333,1,0,1500,275.722064,408.666535,0,1
110.98472,0.909091,150,0,150,559.653063,0.083333,0,0.083333,0.166667,3,1,2000,731.165077,103.635405,0.111111,1
72.02566,1,222.6,222.6,0,0,0.333333,0.333333,0,0,0,4,7500,390.258331,147.64645,0,1
2233.485479,1,0,0,0,99.651002,0,0,0,0.083333,1,0,5000,536.029708,527.131185,0,3
980.370868,1,699.33,0,699.33,0,1,0,1,0,0,23,1000,1002.591557,947.930858,0,2
3177.742619,1,153.72,153.72,0,0,0.416667,0.416667,0,0,0,5,3500,1078.780479,780.955903,0,3
784.959164,1,0,0,0,397.992799,0,0,0,0.083333,2,0,3500,223.240044,279.341188,0,1
1128.38317,1,0,0,0,74.22288,0,0,0,0.166667,2,0,1200,285.277888,300.062626,0,1
2817.59092,1,37.92,0,37.92,0,0.166667,0,0.166667,0,0,2,3000,755.313452,1167.316335,0,3
1155.123292,1,62.02,62.02,0,19.081161,0.083333,0.083333,0,0.083333,1,1,1200,217.775407,465.251459,0,1
336.565042,1,875.52,341,534.52,0,1,0.25,0.916667,0,0,22,4000,299.441751,191.111282,0,2
1253.723768,1,87.4,87.4,0,0,0.083333,0.083333,0,0,0,2,6500,303.383266,307.918918,0,1
951.415721,1,279.01,279.01,0,552.821008,0.083333,0.083333,0,0.416667,7,1,1200,346.833439,330.722261,0,3
1383.892711,1,1095.13,235.4,859.73,99.30138,1,0.25,1,0.083333,1,26,6000,1130.55011,415.172992,0,2
1180.686055,1,243.04,0,243.04,56.662525,1,0,0.916667,0.083333,2,12,1200,498.424721,592.239705,0,2
72.723403,0.909091,0,0,0,134.752225,0,0,0,0.25,3,0,200,94.494445,157.394691,0,1
187.973296,1,116,116,0,0,0.166667,0.166667,0,0,0,2,4000,244.135461,170.124513,0,1
